asn_organization,last_seen_date,latitude,longitude,validator_count
"T-2, d.o.o.",2025-02-23 15:29:41.000 UTC,46.1,14.5,1
Init7 (Switzerland) Ltd.,2025-02-23 14:49:41.000 UTC,47.7,8.6,1
Hetzner Online GmbH,2025-02-23 14:16:41.000 UTC,60.4,25.0,61
Hetzner Online GmbH,2025-02-23 13:38:11.000 UTC,60.4,25.0,61
OVH SAS,2025-02-23 09:55:41.000 UTC,48.6,7.7,1
OVH SAS,2025-02-23 09:18:11.000 UTC,45.3,-73.9,1
Priority Colo Inc,2025-02-23 06:36:41.000 UTC,43.9,-79.1,5
"AT&T Services, Inc.",2025-02-23 06:32:42.000 UTC,39.3,-94.9,1
Iway AG,2025-02-23 03:54:41.000 UTC,47.4,8.6,1
Init7 (Switzerland) Ltd.,2025-02-23 03:12:11.000 UTC,47.7,8.6,1
Priority Colo Inc,2025-02-23 02:00:12.000 UTC,43.9,-79.1,1
OVH SAS,2025-02-22 21:40:11.000 UTC,39.0,-77.5,2
Charter Communications,2025-02-22 21:20:42.000 UTC,37.0,-121.6,2
OVH SAS,2025-02-22 20:48:12.000 UTC,1.4,103.8,1
Hot-Net internet services Ltd.,2025-02-22 20:32:46.000 UTC,32.8,35.0,1
Superloop,2025-02-22 20:10:15.000 UTC,-27.5,153.0,1
China Mobile communications corporation,2025-02-22 19:12:43.000 UTC,23.1,113.3,2
Google Fiber Inc.,2025-02-22 15:53:12.000 UTC,30.3,-97.7,1
OVH SAS,2025-02-22 15:43:11.000 UTC,39.0,-77.5,2
OVH SAS,2025-02-22 14:09:12.000 UTC,1.3,103.9,4
Aussie Broadband,2025-02-22 09:26:54.000 UTC,-37.8,145.0,1
Verizon Business,2025-02-22 06:52:42.000 UTC,39.0,-77.3,1
Swisscom (Schweiz) AG,2025-02-22 06:10:11.000 UTC,46.7,7.9,1
Genossenschaft GGA Maur,2025-02-22 05:25:11.000 UTC,47.4,8.6,1
MyRepublic Ltd.,2025-02-22 02:21:46.000 UTC,1.3,103.9,1
Google LLC,2025-02-22 02:07:11.000 UTC,38.9,-77.0,61
Vodafone GmbH,2025-02-22 01:28:11.000 UTC,50.1,8.7,1
"Amazon.com, Inc.",2025-02-22 00:14:54.000 UTC,40.0,-83.0,61
Hetzner Online GmbH,2025-02-21 22:51:41.000 UTC,50.5,12.4,2
netcup GmbH,2025-02-21 21:22:11.000 UTC,49.0,11.4,1
OVH SAS,2025-02-21 20:48:12.000 UTC,1.3,103.9,2
VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,2025-02-21 20:11:12.000 UTC,38.2,21.7,2
OVH SAS,2025-02-21 18:45:32.000 UTC,39.0,-77.5,61
OVH SAS,2025-02-21 17:45:11.000 UTC,48.6,7.7,61
Midcontinent Communications,2025-02-21 16:48:43.000 UTC,45.5,-98.5,8
AIS Fibre,2025-02-21 16:04:42.000 UTC,13.8,100.5,1
"DigitalOcean, LLC",2025-02-21 15:54:43.000 UTC,-33.9,151.2,61
Distributel Communications Limited,2025-02-21 14:33:42.000 UTC,43.6,-79.7,1
Virgin Media Limited,2025-02-21 14:16:11.000 UTC,51.5,-0.1,2
,2025-02-21 11:46:41.000 UTC,55.8,37.6,2
Hetzner Online GmbH,2025-02-21 08:36:54.000 UTC,60.4,25.0,61
WADOWICENET SP Z O O,2025-02-21 08:20:41.000 UTC,52.2,21.0,1
OVH SAS,2025-02-21 07:29:12.000 UTC,50.6,3.1,3
"Comcast Cable Communications, LLC",2025-02-21 07:09:12.000 UTC,37.8,-79.4,1
Server Central Network,2025-02-21 05:55:50.000 UTC,39.0,-77.5,1
"DigitalOcean, LLC",2025-02-21 03:07:14.000 UTC,37.4,-122.0,61
Charter Communications Inc,2025-02-20 23:22:14.000 UTC,25.9,-97.5,1
Vivacom Bulgaria EAD,2025-02-20 22:51:41.000 UTC,42.7,23.3,1
Energie AG Oberoesterreich Services und Digital Solutions GmbH,2025-02-20 21:25:11.000 UTC,48.2,14.1,1
CHINANET-BACKBONE,2025-02-20 20:18:12.000 UTC,28.2,113.0,1
OVH SAS,2025-02-20 18:26:41.000 UTC,50.1,8.7,2
Skoed Limited,2025-02-20 18:06:11.000 UTC,35.9,14.5,61
OVH SAS,2025-02-20 17:56:46.000 UTC,45.3,-73.9,50
Server Central Network,2025-02-20 17:55:41.000 UTC,39.0,-77.5,1
OVH SAS,2025-02-20 16:03:41.000 UTC,52.2,21.1,3
OVH SAS,2025-02-20 15:17:41.000 UTC,45.3,-73.9,1
"Interserver, Inc",2025-02-20 14:39:41.000 UTC,40.7,-74.0,15
Nessus GmbH,2025-02-20 14:23:41.000 UTC,48.2,16.4,1
OVH SAS,2025-02-20 13:33:55.000 UTC,50.6,3.1,5
Hetzner Online GmbH,2025-02-20 12:42:38.000 UTC,50.5,12.4,2
"AT&T Services, Inc.",2025-02-20 12:25:42.000 UTC,39.8,-86.2,2
OVH SAS,2025-02-20 11:52:42.000 UTC,-33.9,151.2,2
OVH SAS,2025-02-20 07:38:55.000 UTC,50.6,3.1,6
LG DACOM Corporation,2025-02-20 07:25:13.000 UTC,37.6,127.0,1
LeaseWeb Netherlands B.V.,2025-02-20 07:06:41.000 UTC,52.5,5.5,2
MyRepublic Ltd.,2025-02-20 06:48:12.000 UTC,1.3,103.9,1
Verizon Business,2025-02-20 05:47:11.000 UTC,41.1,-74.1,1
Charter Communications Inc,2025-02-20 05:41:13.000 UTC,25.9,-97.5,1
Skoed Limited,2025-02-20 03:04:41.000 UTC,35.9,14.5,61
"Amazon.com, Inc.",2025-02-20 02:00:35.000 UTC,1.3,103.9,61
Oracle Corporation,2025-02-20 00:54:41.000 UTC,48.9,2.3,18
Tier.Net Technologies LLC,2025-02-19 23:09:12.000 UTC,44.1,-121.3,1
Server Central Network,2025-02-19 23:06:11.000 UTC,39.0,-77.5,1
"Amazon.com, Inc.",2025-02-19 22:21:53.000 UTC,1.3,103.9,61
Verizon Business,2025-02-19 21:49:41.000 UTC,40.7,-74.0,1
"Amazon.com, Inc.",2025-02-19 20:22:11.000 UTC,53.3,-6.2,1
MyRepublic Ltd.,2025-02-19 16:24:43.000 UTC,1.3,103.9,1
Telecom Argentina S.A.,2025-02-19 16:05:13.000 UTC,-32.9,-60.6,1
Datacamp Limited,2025-02-19 16:01:11.000 UTC,50.1,8.7,1
AIS Fibre,2025-02-19 14:02:12.000 UTC,13.8,100.5,1
Videotron Ltee,2025-02-19 13:55:48.000 UTC,45.5,-73.5,1
OVH SAS,2025-02-19 13:11:11.000 UTC,50.1,8.7,1
Latitude.sh,2025-02-19 13:04:11.000 UTC,50.1,8.7,48
"AT&T Services, Inc.",2025-02-19 11:28:42.000 UTC,39.8,-86.2,1
Vivacom Bulgaria EAD,2025-02-19 11:26:11.000 UTC,42.7,23.3,13
PJSC Rostelecom,2025-02-19 11:12:41.000 UTC,55.8,37.6,1
Iway AG,2025-02-19 10:44:41.000 UTC,47.4,8.6,1
Hetzner Online GmbH,2025-02-19 10:43:41.000 UTC,60.4,25.0,61
OVH SAS,2025-02-19 08:36:11.000 UTC,50.1,8.7,1
M247 Europe SRL,2025-02-19 05:28:43.000 UTC,34.0,-118.3,7
Belcloud LTD,2025-02-19 05:25:17.000 UTC,42.7,23.3,5
Hetzner Online GmbH,2025-02-19 03:22:41.000 UTC,60.4,25.0,61
Skoed Limited,2025-02-19 03:07:11.000 UTC,35.9,14.5,61
Virgin Media Limited,2025-02-19 01:10:11.000 UTC,51.5,-0.1,1
Contabo GmbH,2025-02-19 00:50:11.000 UTC,51.2,6.8,1
TV Alphaville Sistema de TV por Assinatura LTDA,2025-02-18 22:04:12.000 UTC,-23.5,-46.9,10
"Comcast Cable Communications, LLC",2025-02-18 21:36:28.000 UTC,45.0,-93.3,1
"Comcast Cable Communications, LLC",2025-02-18 19:54:12.000 UTC,37.4,-122.0,1
Launtel,2025-02-18 19:36:34.000 UTC,-33.9,151.2,1
Hetzner Online GmbH,2025-02-18 17:46:41.000 UTC,60.2,24.9,1
"DigitalOcean, LLC",2025-02-18 17:25:43.000 UTC,-33.9,151.2,61
Latitude.sh,2025-02-18 17:10:41.000 UTC,50.1,8.7,51
"Amazon.com, Inc.",2025-02-18 15:10:19.000 UTC,40.0,-83.0,4
Skoed Limited,2025-02-18 15:02:41.000 UTC,35.9,14.5,61
"Amazon.com, Inc.",2025-02-18 13:56:26.000 UTC,40.0,-83.0,6
OVH SAS,2025-02-18 13:34:11.000 UTC,51.0,1.9,11
M247 Europe SRL,2025-02-18 11:21:12.000 UTC,34.0,-118.3,7
"Amazon.com, Inc.",2025-02-18 08:19:11.000 UTC,59.3,18.1,23
Skoed Limited,2025-02-18 07:43:41.000 UTC,35.9,14.5,61
"Interserver, Inc",2025-02-18 06:47:41.000 UTC,40.7,-74.0,1
"AT&T Services, Inc.",2025-02-18 04:10:42.000 UTC,37.3,-121.8,1
LG DACOM Corporation,2025-02-18 02:15:43.000 UTC,37.6,127.0,1
Hetzner Online GmbH,2025-02-18 01:37:11.000 UTC,47.8,11.7,1
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2025-02-18 00:53:11.000 UTC,32.7,-17.1,1
EastLink,2025-02-18 00:13:12.000 UTC,44.7,-63.6,1
Korea Telecom,2025-02-17 22:17:13.000 UTC,37.5,126.7,1
MyRepublic Ltd.,2025-02-17 21:20:45.000 UTC,1.3,103.9,1
Deutsche Telekom AG,2025-02-17 20:19:11.000 UTC,49.0,12.1,1
Charter Communications Inc,2025-02-17 19:42:43.000 UTC,33.8,-117.9,1
Hrvatski Telekom d.d.,2025-02-17 16:49:11.000 UTC,45.8,16.0,2
"NOS COMUNICACOES, S.A.",2025-02-17 16:15:41.000 UTC,41.1,-8.6,1
Orange S.A.,2025-02-17 15:26:41.000 UTC,47.8,2.0,34
Virgin Media Limited,2025-02-17 15:19:11.000 UTC,51.8,0.1,1
Hetzner Online GmbH,2025-02-17 13:54:11.000 UTC,60.2,24.9,1
Southern Communications Ltd,2025-02-17 13:52:41.000 UTC,51.4,-0.4,1
Swisscom (Schweiz) AG,2025-02-17 13:43:11.000 UTC,47.4,8.6,1
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2025-02-17 13:33:12.000 UTC,38.7,-9.3,1
"CenturyLink Communications, LLC",2025-02-17 12:43:42.000 UTC,39.7,-105.0,1
OVH SAS,2025-02-17 10:21:41.000 UTC,50.1,8.7,1
"Comcast Cable Communications, LLC",2025-02-17 10:06:12.000 UTC,43.6,-72.0,1
Hetzner Online GmbH,2025-02-17 09:36:11.000 UTC,60.4,25.0,61
"Charter Communications, Inc",2025-02-17 08:41:42.000 UTC,28.7,-81.2,1
Vivacom Bulgaria EAD,2025-02-17 08:28:41.000 UTC,42.7,23.3,14
Hetzner Online GmbH,2025-02-17 08:16:11.000 UTC,50.5,12.4,1
MyRepublic Ltd.,2025-02-17 08:06:12.000 UTC,1.3,103.9,1
Skoed Limited,2025-02-17 06:35:11.000 UTC,35.9,14.5,61
Sky UK Limited,2025-02-17 03:53:41.000 UTC,51.2,-0.8,1
Hetzner Online GmbH,2025-02-17 03:01:41.000 UTC,60.2,24.9,61
Superloop,2025-02-17 01:16:47.000 UTC,-27.5,153.0,1
Hetzner Online GmbH,2025-02-16 21:00:41.000 UTC,50.5,12.4,1
Vivacom Bulgaria EAD,2025-02-16 20:52:11.000 UTC,42.7,23.3,15
EW Hoefe AG,2025-02-16 18:25:24.000 UTC,47.2,8.7,1
Skoed Limited,2025-02-16 15:54:41.000 UTC,35.9,14.5,61
VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,2025-02-16 14:51:41.000 UTC,38.2,21.7,2
ReliableSite.Net LLC,2025-02-16 11:41:12.000 UTC,40.5,-74.4,31
Skoed Limited,2025-02-16 09:46:41.000 UTC,35.9,14.5,61
IONOS SE,2025-02-16 09:13:42.000 UTC,51.9,-2.2,1
Vivacom Bulgaria EAD,2025-02-16 08:29:11.000 UTC,42.7,23.3,10
"T-2, d.o.o.",2025-02-16 08:09:41.000 UTC,46.1,14.5,1
Vodafone Libertel B.V.,2025-02-16 06:35:11.000 UTC,51.0,5.8,1
OVH SAS,2025-02-16 03:40:43.000 UTC,45.5,-73.6,1
"Namecheap, Inc.",2025-02-16 02:18:19.000 UTC,33.4,-112.1,1
Cablevision Systems Corp.,2025-02-16 02:13:11.000 UTC,40.9,-74.3,1
Verizon Business,2025-02-16 01:56:42.000 UTC,40.7,-74.0,1
Google LLC,2025-02-16 01:14:10.000 UTC,38.9,-77.0,61
"Amazon.com, Inc.",2025-02-15 21:16:11.000 UTC,53.3,-6.2,1
UIH,2025-02-15 20:05:42.000 UTC,13.8,100.5,1
OVH SAS,2025-02-15 18:06:41.000 UTC,39.0,-77.5,61
CD-Telematika a.s.,2025-02-15 16:32:41.000 UTC,50.1,14.4,1
Init7 (Switzerland) Ltd.,2025-02-15 15:41:11.000 UTC,47.7,8.6,1
Korea Telecom,2025-02-15 13:50:13.000 UTC,37.4,127.1,1
Sony Network Communications Inc.,2025-02-15 12:53:13.000 UTC,35.7,139.7,1
Verizon Business,2025-02-15 12:28:41.000 UTC,41.1,-74.1,1
Tinext SA,2025-02-15 12:01:12.000 UTC,46.0,9.0,1
AIS Fibre,2025-02-15 09:18:42.000 UTC,13.8,100.5,1
"Hawaiian Telcom Services Company, Inc.",2025-02-15 06:47:13.000 UTC,19.9,-155.8,1
Hetzner Online GmbH,2025-02-15 05:30:41.000 UTC,50.5,12.4,1
Latitude.sh LTDA,2025-02-15 05:16:12.000 UTC,25.8,-80.2,1
Hetzner Online GmbH,2025-02-15 04:58:11.000 UTC,60.4,25.0,61
Charter Communications Inc,2025-02-15 01:33:12.000 UTC,40.7,-74.0,1
Telia Company AB,2025-02-15 00:58:11.000 UTC,59.3,15.2,1
Charter Communications Inc,2025-02-14 22:35:42.000 UTC,42.9,-77.3,1
Verizon Business,2025-02-14 21:06:42.000 UTC,42.6,-71.4,1
Distributel Communications Limited,2025-02-14 20:51:42.000 UTC,43.6,-79.7,1
Verizon Business,2025-02-14 19:58:12.000 UTC,39.0,-77.3,1
"Amazon.com, Inc.",2025-02-14 19:57:45.000 UTC,40.0,-83.0,61
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2025-02-14 19:06:41.000 UTC,32.7,-17.1,1
"Telekom Slovenije, d.d.",2025-02-14 16:58:11.000 UTC,46.1,14.5,1
,2025-02-14 16:20:44.000 UTC,40.0,116.3,2
TeraSwitch Networks Inc.,2025-02-14 15:40:18.000 UTC,35.6,139.7,13
TeraSwitch Networks Inc.,2025-02-14 14:17:50.000 UTC,35.6,139.7,3
Server Central Network,2025-02-14 14:03:41.000 UTC,39.0,-77.5,1
Telefonica Germany GmbH & Co.OHG,2025-02-14 13:30:41.000 UTC,52.5,13.4,1
Latitude.sh LTDA,2025-02-14 12:15:12.000 UTC,25.8,-80.2,61
OVH SAS,2025-02-14 10:58:41.000 UTC,50.6,3.1,15
Latitude.sh,2025-02-14 10:37:43.000 UTC,-33.9,151.2,14
netcup GmbH,2025-02-14 09:43:41.000 UTC,48.2,16.4,2
Orange S.A.,2025-02-14 09:27:11.000 UTC,46.8,5.8,1
OVH SAS,2025-02-14 08:40:41.000 UTC,51.4,-0.1,42
OVH SAS,2025-02-14 08:18:41.000 UTC,50.6,3.1,40
"DigitalOcean, LLC",2025-02-14 07:36:41.000 UTC,50.1,8.7,48
OVH SAS,2025-02-14 03:49:11.000 UTC,45.3,-73.9,1
TELEKOM SRBIJA a.d.,2025-02-14 00:30:41.000 UTC,44.0,20.9,1
Hetzner Online GmbH,2025-02-14 00:26:11.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2025-02-14 00:12:11.000 UTC,60.4,25.0,62
Distributel Communications Limited,2025-02-13 23:51:12.000 UTC,45.5,-73.6,1
"AT&T Services, Inc.",2025-02-13 23:24:42.000 UTC,41.8,-87.8,1
CD-Telematika a.s.,2025-02-13 23:24:41.000 UTC,50.1,14.4,2
Verizon Business,2025-02-13 22:49:41.000 UTC,40.7,-74.0,1
TDC Holding A/S,2025-02-13 22:15:41.000 UTC,55.7,12.6,1
Orange S.A.,2025-02-13 20:07:42.000 UTC,48.6,2.1,1
Virgin Media Limited,2025-02-13 19:09:41.000 UTC,51.8,0.1,2
China Telecom (Group),2025-02-13 17:37:54.000 UTC,31.2,121.5,3
Huawei Cloud Service data center,2025-02-13 14:58:45.000 UTC,31.2,121.5,1
Hetzner Online GmbH,2025-02-13 14:07:41.000 UTC,60.4,25.0,61
Skoed Limited,2025-02-13 12:42:37.000 UTC,35.9,14.5,61
Deutsche Telekom AG,2025-02-13 12:18:41.000 UTC,49.1,10.1,1
Hetzner Online GmbH,2025-02-13 12:09:11.000 UTC,60.2,24.9,1
Claro NXT Telecomunicacoes Ltda,2025-02-13 12:08:46.000 UTC,-23.5,-46.6,6
Oracle Corporation,2025-02-13 10:51:11.000 UTC,48.9,2.3,2
TELEFONICA DE ESPANA S.A.U.,2025-02-13 09:50:11.000 UTC,41.1,1.2,1
Charter Communications Inc,2025-02-13 09:40:42.000 UTC,42.9,-77.3,1
Hetzner Online GmbH,2025-02-13 08:15:11.000 UTC,60.4,25.0,61
Hetzner Online GmbH,2025-02-13 06:55:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2025-02-13 06:54:11.000 UTC,60.2,24.9,1
Distributel Communications Limited,2025-02-13 05:11:12.000 UTC,43.6,-79.7,1
Charter Communications Inc,2025-02-13 04:44:42.000 UTC,26.2,-98.2,1
"Frontier Communications of America, Inc.",2025-02-13 04:19:12.000 UTC,33.0,-96.7,1
Charter Communications Inc,2025-02-13 00:52:43.000 UTC,25.9,-97.5,1
Hetzner Online GmbH,2025-02-12 22:48:41.000 UTC,50.5,12.4,1
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2025-02-12 21:51:41.000 UTC,32.7,-17.1,1
,2025-02-12 20:34:11.000 UTC,52.6,-0.2,1
Hetzner Online GmbH,2025-02-12 19:25:11.000 UTC,60.4,25.0,61
AIS Fibre,2025-02-12 18:28:12.000 UTC,13.8,100.5,1
Hetzner Online GmbH,2025-02-12 16:47:41.000 UTC,60.2,24.9,1
TeraSwitch Networks Inc.,2025-02-12 16:20:11.000 UTC,35.6,139.7,1
"Amazon.com, Inc.",2025-02-12 16:12:47.000 UTC,40.0,-83.2,1
TeraSwitch Networks Inc.,2025-02-12 15:15:10.000 UTC,35.6,139.7,4
BSE Software GmbH,2025-02-12 14:36:41.000 UTC,45.5,9.2,1
Oracle Corporation,2025-02-12 12:57:42.000 UTC,39.0,-77.5,13
Skoed Limited,2025-02-12 12:06:04.000 UTC,35.9,14.5,61
Hetzner Online GmbH,2025-02-12 11:07:41.000 UTC,60.2,24.9,1
netcup GmbH,2025-02-12 10:01:41.000 UTC,48.2,16.4,1
Distributel Communications Limited,2025-02-12 05:56:42.000 UTC,43.6,-79.7,1
Skoed Limited,2025-02-12 03:07:41.000 UTC,35.9,14.5,61
Hetzner Online GmbH,2025-02-12 02:51:41.000 UTC,50.5,12.4,25
Free SAS,2025-02-12 02:42:41.000 UTC,43.7,4.1,1
Hetzner Online GmbH,2025-02-12 02:21:41.000 UTC,60.2,24.9,1
Distributel Communications Limited,2025-02-12 01:51:16.000 UTC,43.7,-79.4,1
OVH SAS,2025-02-12 01:30:41.000 UTC,50.6,3.1,1
Verizon Business,2025-02-12 01:12:41.000 UTC,41.1,-74.1,1
OVH SAS,2025-02-11 22:29:41.000 UTC,39.0,-77.5,2
A1 Bulgaria EAD,2025-02-11 22:22:11.000 UTC,42.7,23.3,1
Hrvatski Telekom d.d.,2025-02-11 21:40:41.000 UTC,45.8,16.0,2
Hetzner Online GmbH,2025-02-11 21:34:41.000 UTC,60.4,25.0,61
Skoed Limited,2025-02-11 21:18:11.000 UTC,35.9,14.5,61
Beanfield Technologies Inc.,2025-02-11 21:04:13.000 UTC,43.7,-79.4,1
Verizon Business,2025-02-11 19:35:34.000 UTC,40.6,-80.1,1
Virgin Media Limited,2025-02-11 18:20:41.000 UTC,51.5,-0.1,1
"AT&T Services, Inc.",2025-02-11 16:15:42.000 UTC,39.8,-86.2,1
,2025-02-11 13:34:12.000 UTC,25.8,-80.2,1
hosttech GmbH,2025-02-11 13:15:17.000 UTC,47.6,7.6,25
OVH SAS,2025-02-11 11:01:12.000 UTC,1.3,103.9,1
"Servers.com, Inc.",2025-02-11 10:56:11.000 UTC,51.5,-0.1,18
MEVSPACE sp. z o.o.,2025-02-11 10:13:11.000 UTC,52.2,21.0,1
BSE Software GmbH,2025-02-11 09:33:11.000 UTC,47.4,8.6,49
Latitude.sh,2025-02-11 09:18:11.000 UTC,50.1,8.7,38
SK Broadband Co Ltd,2025-02-11 07:31:43.000 UTC,37.2,127.3,2
Hetzner Online GmbH,2025-02-11 05:44:41.000 UTC,60.2,24.9,1
Deutsche Telekom AG,2025-02-11 05:10:41.000 UTC,49.1,10.1,1
Hetzner Online GmbH,2025-02-11 04:28:41.000 UTC,60.2,24.9,1
"AT&T Services, Inc.",2025-02-11 00:35:42.000 UTC,39.8,-86.2,1
Hetzner Online GmbH,2025-02-10 21:42:41.000 UTC,50.5,12.4,1
"Servers.com, Inc.",2025-02-10 21:30:41.000 UTC,52.4,4.9,16
"Comcast Cable Communications, LLC",2025-02-10 21:21:42.000 UTC,38.8,-77.5,1
"CenturyLink Communications, LLC",2025-02-10 20:11:42.000 UTC,39.7,-105.0,1
Oracle Corporation,2025-02-10 19:59:11.000 UTC,48.9,2.3,18
Oracle Corporation,2025-02-10 18:09:41.000 UTC,48.9,2.3,56
Oracle Corporation,2025-02-10 18:07:41.000 UTC,48.9,2.3,9
Oracle Corporation,2025-02-10 18:04:11.000 UTC,39.0,-77.5,45
Hetzner Online GmbH,2025-02-10 16:43:11.000 UTC,60.2,24.9,1
"Amazon.com, Inc.",2025-02-10 16:39:12.000 UTC,40.0,-83.0,3
TeraSwitch Networks Inc.,2025-02-10 16:31:14.000 UTC,35.6,139.7,5
Hetzner Online GmbH,2025-02-10 16:20:11.000 UTC,60.2,24.9,1
M247 Europe SRL,2025-02-10 15:38:13.000 UTC,34.0,-118.3,8
TeraSwitch Networks Inc.,2025-02-10 13:41:46.000 UTC,35.6,139.7,8
SCALEWAY S.A.S.,2025-02-10 13:10:41.000 UTC,48.9,2.3,61
OVH SAS,2025-02-10 13:01:41.000 UTC,50.6,3.1,1
TeraSwitch Networks Inc.,2025-02-10 12:15:23.000 UTC,35.6,139.7,5
TeraSwitch Networks Inc.,2025-02-10 12:07:53.000 UTC,35.6,139.7,3
TeraSwitch Networks Inc.,2025-02-10 10:50:15.000 UTC,35.6,139.7,2
Free SAS,2025-02-10 10:16:11.000 UTC,48.9,2.3,1
"AT&T Services, Inc.",2025-02-10 10:13:12.000 UTC,39.8,-86.2,1
Hetzner Online GmbH,2025-02-10 08:43:11.000 UTC,60.2,24.9,1
Skoed Limited,2025-02-10 08:41:41.000 UTC,35.9,14.5,61
Charter Communications,2025-02-10 07:12:12.000 UTC,34.7,-82.3,1
OVH SAS,2025-02-10 06:52:13.000 UTC,45.5,-122.7,37
SCALEWAY S.A.S.,2025-02-10 06:47:11.000 UTC,48.9,2.3,61
Hetzner Online GmbH,2025-02-10 05:17:41.000 UTC,60.2,24.9,1
OVH SAS,2025-02-10 05:12:41.000 UTC,51.0,1.9,33
Swisscom (Schweiz) AG,2025-02-10 05:11:41.000 UTC,46.6,6.6,1
"Frontier Communications of America, Inc.",2025-02-10 03:41:42.000 UTC,32.9,-96.6,2
OVH SAS,2025-02-10 03:35:41.000 UTC,50.6,3.1,1
Sunrise GmbH,2025-02-10 03:00:11.000 UTC,47.3,8.2,1
Telenet BV,2025-02-10 02:40:41.000 UTC,51.2,4.5,1
"AT&T Services, Inc.",2025-02-10 02:21:12.000 UTC,37.3,-121.9,1
OVH SAS,2025-02-09 23:21:41.000 UTC,50.6,3.1,1
OVH SAS,2025-02-09 22:05:43.000 UTC,45.3,-73.9,49
Virgin Media Limited,2025-02-09 21:08:41.000 UTC,53.8,-1.8,1
Iway AG,2025-02-09 19:04:11.000 UTC,47.4,8.6,1
Google LLC,2025-02-09 17:41:11.000 UTC,38.9,-77.0,61
Hetzner Online GmbH,2025-02-09 17:21:11.000 UTC,50.5,12.4,1
OVH SAS,2025-02-09 17:15:41.000 UTC,50.6,3.1,1
"Frontier Communications of America, Inc.",2025-02-09 17:13:12.000 UTC,32.9,-96.6,2
,2025-02-09 15:51:41.000 UTC,55.8,37.3,1
Hetzner Online GmbH,2025-02-09 12:12:11.000 UTC,60.4,25.0,61
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2025-02-09 11:34:41.000 UTC,32.7,-17.1,1
Iway AG,2025-02-09 09:14:41.000 UTC,47.4,8.6,1
Korea Telecom,2025-02-09 08:12:43.000 UTC,37.5,126.7,1
Hetzner Online GmbH,2025-02-09 04:08:11.000 UTC,52.5,13.4,1
"AT&T Services, Inc.",2025-02-09 00:51:42.000 UTC,38.5,-121.7,1
Charter Communications,2025-02-09 00:21:45.000 UTC,37.0,-121.6,1
Hetzner Online GmbH,2025-02-08 23:59:41.000 UTC,50.5,12.4,1
,2025-02-08 23:37:11.000 UTC,54.7,25.3,1
M247 Europe SRL,2025-02-08 22:57:12.000 UTC,34.0,-118.3,7
Server Central Network,2025-02-08 22:22:11.000 UTC,39.0,-77.5,1
Hetzner Online GmbH,2025-02-08 20:14:41.000 UTC,60.2,24.9,1
Charter Communications Inc,2025-02-08 18:57:12.000 UTC,26.2,-98.2,1
Skoed Limited,2025-02-08 17:56:11.000 UTC,35.9,14.5,61
Hetzner Online GmbH,2025-02-08 14:48:41.000 UTC,60.2,24.9,1
OVH SAS,2025-02-08 12:32:41.000 UTC,50.6,3.1,1
Latitude.sh,2025-02-08 12:29:41.000 UTC,50.1,8.7,31
Hetzner Online GmbH,2025-02-08 11:54:11.000 UTC,60.2,24.9,1
Viewqwest Pte Ltd,2025-02-08 10:49:15.000 UTC,1.3,103.9,1
Deutsche Telekom AG,2025-02-08 09:54:42.000 UTC,50.0,8.1,1
"Interserver, Inc",2025-02-08 09:18:11.000 UTC,40.7,-74.1,20
Hetzner Online GmbH,2025-02-08 08:39:11.000 UTC,60.2,24.9,1
Verizon Business,2025-02-08 08:27:47.000 UTC,40.7,-73.4,1
Cogent Communications,2025-02-08 07:09:12.000 UTC,42.6,-83.1,1
Hetzner Online GmbH,2025-02-08 06:54:41.000 UTC,60.2,24.9,1
Skoed Limited,2025-02-08 06:50:26.000 UTC,35.9,14.5,61
Singtel Fibre Broadband,2025-02-08 06:39:13.000 UTC,1.4,103.9,1
Planetary Networks GmbH,2025-02-08 04:42:11.000 UTC,52.5,13.4,5
Hetzner Online GmbH,2025-02-08 03:41:41.000 UTC,60.4,25.0,61
"Interserver, Inc",2025-02-08 02:41:17.000 UTC,40.7,-74.0,36
Hetzner Online GmbH,2025-02-08 01:10:41.000 UTC,60.2,24.9,1
OVH SAS,2025-02-08 00:52:11.000 UTC,50.6,3.1,1
Hetzner Online GmbH,2025-02-08 00:44:11.000 UTC,60.4,25.0,61
Hetzner Online GmbH,2025-02-08 00:33:41.000 UTC,60.2,24.9,1
OVH SAS,2025-02-08 00:24:11.000 UTC,50.6,3.1,1
Obehosting AB,2025-02-07 23:40:11.000 UTC,52.4,4.9,6
OVH SAS,2025-02-07 23:38:11.000 UTC,50.6,3.1,1
Distributel Communications Limited,2025-02-07 23:36:42.000 UTC,43.9,-79.4,1
Hetzner Online GmbH,2025-02-07 23:27:41.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2025-02-07 23:15:11.000 UTC,60.2,24.9,1
